Video ID,Title,Channel,Upload Date,Views,Likes,Comments,Duration (min),Has Subtitles?,Subtitle Languages,Highest Quality,URL
_drqJ9SFCgU,Machine Learning & Data Science Project - 2 : Data Cleaning (Real Estate Price Prediction Project),codebasics,20200101,405324,4439,280,15.35,No,,1920x1080,https://www.youtube.com/watch?v=_drqJ9SFCgU
rdfbcdP75KI,Machine Learning & Data Science Project - 1 : Introduction (Real Estate Price Prediction Project),codebasics,20200101,506907,5146,98,2.18,No,,1920x1080,https://www.youtube.com/watch?v=rdfbcdP75KI
HdlDYng8g9s,Machine Learning Tutorial Python - 16: Hyper parameter Tuning (GridSearchCV),codebasics,20191123,352374,7497,384,16.48,No,,1920x1080,https://www.youtube.com/watch?v=HdlDYng8g9s
nHIUYwN-5rM,Machine Learning Tutorial Python - 15:  Naive Bayes Classifier Algorithm Part 2,codebasics,20191117,154975,3375,370,11.47,No,,1920x1080,https://www.youtube.com/watch?v=nHIUYwN-5rM
PPeaRc-r1OI,Machine Learning Tutorial Python - 14: Naive Bayes Classifier Algorithm Part 1,codebasics,20191116,280457,3869,160,13.62,No,,1920x1080,https://www.youtube.com/watch?v=PPeaRc-r1OI
5dxXSXhpMPA,"Channel Update: Hindi Channel, Health, Deep Learning",codebasics,20191006,3841,99,51,1.57,No,,1920x1080,https://www.youtube.com/watch?v=5dxXSXhpMPA
zyib_6XZW0g,Drinking Raw Goat Milk In India,codebasics,20190510,10691,140,58,8.93,No,,1920x1080,https://www.youtube.com/watch?v=zyib_6XZW0g
YHR-4OEbl00,50k Subscribers and Channel Update!,codebasics,20190622,8098,105,123,3.42,No,,1920x1080,https://www.youtube.com/watch?v=YHR-4OEbl00
t0UTQ1eOH_g,5. Lists [Python 3 Programming Tutorials],codebasics,20190508,242423,2828,75,10.4,No,,1280x720,https://www.youtube.com/watch?v=t0UTQ1eOH_g
fz_BCnhEQYQ,10. Functions [Python 3 Programming Tutorials],codebasics,20190508,195123,2433,64,16.17,No,,1280x720,https://www.youtube.com/watch?v=fz_BCnhEQYQ
OxpBMNalsDM,24. Command line argument processing using argparse [Python 3 Programming Tutorials],codebasics,20190508,66001,1019,37,14.75,No,,1280x720,https://www.youtube.com/watch?v=OxpBMNalsDM
hNddJ3_hahk,8. If Statement [Python 3 Programming Tutorials],codebasics,20190508,204338,2047,88,13.3,No,,1920x1080,https://www.youtube.com/watch?v=hNddJ3_hahk
FNExLliAnZw,13. Working With JSON [Python 3 Programming Tutorials],codebasics,20190508,172664,2193,45,8.68,No,,1280x720,https://www.youtube.com/watch?v=FNExLliAnZw
6lBPM-MiGNI,1. Install python on windows [Python 3 Programming Tutorials],codebasics,20190508,318408,2442,62,3.87,No,,1280x720,https://www.youtube.com/watch?v=6lBPM-MiGNI
7snh_1Hf_TI,12.1 - Install Python Module (using pip) [Python 3 Programming Tutorials],codebasics,20190508,220043,1439,76,3.12,No,,1280x720,https://www.youtube.com/watch?v=7snh_1Hf_TI
66HNCg7_gfE,21. Generators [Python 3 Programming Tutorials],codebasics,20190508,39110,467,14,9.32,No,,1280x720,https://www.youtube.com/watch?v=66HNCg7_gfE
ttMX3Ns_0oY,18. Multiple Inheritance [Python 3 Programming Tutorials],codebasics,20190508,44567,552,21,4.0,No,,1280x720,https://www.youtube.com/watch?v=ttMX3Ns_0oY
3ykIpmAxdoY,9. For loop [Python 3 Programming Tutorials],codebasics,20190508,223807,2444,78,20.68,No,,1280x720,https://www.youtube.com/watch?v=3ykIpmAxdoY
kqVQDXfc9hU,15. Exception Handling [Python 3 Programming Tutorials],codebasics,20190508,108565,1382,36,9.15,No,,1280x720,https://www.youtube.com/watch?v=kqVQDXfc9hU
ffFRuB03qLE,20. Iterators [Python 3 Programming Tutorials],codebasics,20190508,45813,579,16,11.47,No,,1280x720,https://www.youtube.com/watch?v=ffFRuB03qLE
pd2_ZbhFT38,3. Numbers [Python 3 Programming Tutorials],codebasics,20190508,281751,2994,77,8.75,No,,1280x720,https://www.youtube.com/watch?v=pd2_ZbhFT38
fz2PKpPdlRo,22. List Set Dict Comprehensions [Python 3 Programming Tutorials],codebasics,20190508,35027,489,8,5.98,No,,1280x720,https://www.youtube.com/watch?v=fz2PKpPdlRo
ez2N-hcwvcQ,4. Strings [Python 3 Programming Tutorials],codebasics,20190508,252590,2563,76,7.2,No,,1280x720,https://www.youtube.com/watch?v=ez2N-hcwvcQ
Z7D9yv21tig,17. Inheritance [Python 3 Programming Tutorials],codebasics,20190508,65753,904,38,11.77,No,,1280x720,https://www.youtube.com/watch?v=Z7D9yv21tig
WIqX3kDxDKE,19. Raise Exception And Finally [Python 3 Programming Tutorials],codebasics,20190508,43735,509,15,8.95,No,,1280x720,https://www.youtube.com/watch?v=WIqX3kDxDKE
Vig1IeU2RYk,6. Install PyCharm on Windows [Python 3 Programming Tutorials],codebasics,20190508,194802,1624,49,6.55,No,,1920x1080,https://www.youtube.com/watch?v=Vig1IeU2RYk
RD6JionMlXM,23. Sets and Frozen Sets [Python 3 Programming Tutorials],codebasics,20190508,33091,469,11,7.85,No,,1280x720,https://www.youtube.com/watch?v=RD6JionMlXM
IVWZxr0kOyI,25. Decorators [Python 3 Programming Tutorials],codebasics,20190508,32604,557,43,9.12,No,,1280x720,https://www.youtube.com/watch?v=IVWZxr0kOyI
RCM-lVAfXFg,11. Dictionaries and Tuples [Python 3 Programming Tutorials],codebasics,20190508,169530,1866,83,8.77,No,,1280x720,https://www.youtube.com/watch?v=RCM-lVAfXFg
8tCe1P_cgoY,2. Variables in python [Python 3 Programming Tutorials],codebasics,20190508,365532,3037,47,3.72,No,,1280x720,https://www.youtube.com/watch?v=8tCe1P_cgoY
6XWeeEg6d3s,16. Class and Objects [Python 3 Programming Tutorials],codebasics,20190508,135766,2000,60,9.83,No,,1280x720,https://www.youtube.com/watch?v=6XWeeEg6d3s
DdGVBZv46PI,12. Modules [Python 3 Programming Tutorials],codebasics,20190508,154389,1888,33,11.03,No,,1280x720,https://www.youtube.com/watch?v=DdGVBZv46PI
2AKJzc-cSj8,"14. if __name__ == ""__main__"" [Python 3 Programming Tutorials]",codebasics,20190508,140760,1682,61,4.4,No,,1280x720,https://www.youtube.com/watch?v=2AKJzc-cSj8
EItlUEPCIzM,Machine Learning Tutorial Python - 13:  K Means Clustering Algorithm,codebasics,20190204,771358,14331,649,25.25,No,,1920x1080,https://www.youtube.com/watch?v=EItlUEPCIzM
0cQj7q8EWxY,7. Debug Python code using PyCharm [Python 3 Programming Tutorials],codebasics,20190508,203474,1958,56,9.65,No,,1920x1080,https://www.youtube.com/watch?v=0cQj7q8EWxY
gJo0uNL-5Qw,Machine Learning Tutorial Python 12 - K Fold Cross Validation,codebasics,20190126,430990,8898,629,25.33,No,,1920x1080,https://www.youtube.com/watch?v=gJo0uNL-5Qw
ok2s1vV9XW0,Machine Learning Tutorial Python - 11  Random Forest,codebasics,20181223,430742,5482,382,12.8,No,,1920x1080,https://www.youtube.com/watch?v=ok2s1vV9XW0
FB5EdxAGxQg,Machine Learning Tutorial Python - 10  Support Vector Machine (SVM),codebasics,20181219,504949,6761,522,23.37,No,,1920x1080,https://www.youtube.com/watch?v=FB5EdxAGxQg
zM4VZR0px8E,Machine Learning Tutorial Python - 8:  Logistic Regression (Binary Classification),codebasics,20180907,720131,10265,634,19.32,No,,1920x1080,https://www.youtube.com/watch?v=zM4VZR0px8E
J5bXOOmkopc,Machine Learning Tutorial Python - 8  Logistic Regression (Multiclass Classification),codebasics,20180921,355776,4440,471,15.72,No,,1920x1080,https://www.youtube.com/watch?v=J5bXOOmkopc
PHxYNGo8NcI,Machine Learning Tutorial Python - 9  Decision Tree,codebasics,20181117,619497,8204,1000,14.75,No,,1920x1080,https://www.youtube.com/watch?v=PHxYNGo8NcI
XYnitrVGaDI,My Vegetable Garden,codebasics,20180902,3728,152,34,4.8,No,,1920x1080,https://www.youtube.com/watch?v=XYnitrVGaDI
KfnhNlD8WZI,Machine Learning Tutorial Python - 5: Save Model Using Joblib And Pickle,codebasics,20180729,365217,4963,204,8.35,No,,1920x1080,https://www.youtube.com/watch?v=KfnhNlD8WZI
fwY9Qv96DJY,Machine Learning Tutorial Python - 7: Training and Testing Data,codebasics,20180809,597275,8837,367,6.55,No,,1920x1080,https://www.youtube.com/watch?v=fwY9Qv96DJY
9yl6-HEY7_s,Machine Learning Tutorial Python - 6: Dummy Variables & One Hot Encoding,codebasics,20180806,471672,6678,688,21.57,No,,1920x1080,https://www.youtube.com/watch?v=9yl6-HEY7_s
vsWrXfO3wWw,Machine Learning Tutorial Python - 4: Gradient Descent and Cost Function,codebasics,20180722,783172,11210,742,28.42,No,,1920x1080,https://www.youtube.com/watch?v=vsWrXfO3wWw
J_LnPL3Qg70,Machine Learning Tutorial Python - 3: Linear Regression Multiple Variables,codebasics,20180704,753943,9509,745,14.13,No,,1920x1080,https://www.youtube.com/watch?v=J_LnPL3Qg70
8jazNUpO3lQ,Machine Learning Tutorial Python - 2: Linear Regression Single Variable,codebasics,20180701,1393548,17603,1300,15.23,No,,1920x1080,https://www.youtube.com/watch?v=8jazNUpO3lQ
gmvvaobm7eQ,Machine Learning Tutorial Python -1: What is Machine Learning?,codebasics,20180630,1579306,16541,266,6.83,Yes,en,1920x1080,https://www.youtube.com/watch?v=gmvvaobm7eQ
XLJHkCn48lM,Matplotlib Tutorial 7 - Save Chart To a File Using savefig,codebasics,20180101,54521,877,70,3.73,No,,1920x1080,https://www.youtube.com/watch?v=XLJHkCn48lM
iedmZlFxjfA,Matplotlib Tutorial 4 - Bar Chart,codebasics,20171206,154421,1905,97,8.75,No,,1920x1080,https://www.youtube.com/watch?v=iedmZlFxjfA
oETDriX9n1w,"Matplotlib Tutorial 3 - Axes labels, Legend, Grid",codebasics,20171203,121618,1485,59,6.97,No,,1920x1080,https://www.youtube.com/watch?v=oETDriX9n1w
GOuUGWGUT14,Matplotlib Tutorial 6 - Pie Chart,codebasics,20171210,90019,1301,43,6.6,No,,1920x1080,https://www.youtube.com/watch?v=GOuUGWGUT14
r75BPh1uk38,Matplotlib Tutorial 5 - Histograms,codebasics,20171208,122274,1605,61,8.3,No,,1920x1080,https://www.youtube.com/watch?v=r75BPh1uk38
zl5qPnqps8M,Matplotlib Tutorial 2 - format strings in plot function,codebasics,20171203,90201,1195,41,6.28,No,,1920x1080,https://www.youtube.com/watch?v=zl5qPnqps8M
M-4EpNdlSuY,"Python Pandas Tutorial 14: Read Write Data From Database (read_sql, to_sql)",codebasics,20180505,219042,2708,172,12.22,No,,1920x1080,https://www.youtube.com/watch?v=M-4EpNdlSuY
qqwf4Vuj8oM,Matplotlib Tutorial 1 - Introduction and Installation,codebasics,20171202,184747,1959,57,6.98,No,,1920x1080,https://www.youtube.com/watch?v=qqwf4Vuj8oM
0lsmdNLNorY,Pandas Time Series Analysis 6: Shifting and Lagging,codebasics,20170903,75900,1016,61,7.83,No,,1920x1080,https://www.youtube.com/watch?v=0lsmdNLNorY
9IW2GIJajLs,Pandas Time Series Analysis 6: Timezone Handling,codebasics,20170827,43115,496,21,13.07,No,,1920x1080,https://www.youtube.com/watch?v=9IW2GIJajLs
XawR6CjAYV4,numpy tutorial: iterate numpy array using nditer | numpy nditer,codebasics,20171202,100131,1703,82,8.52,No,,1920x1080,https://www.youtube.com/watch?v=XawR6CjAYV4
I_kUj-MfYys,Python Pandas Tutorial 13. Crosstab,codebasics,20170706,121064,2247,72,9.57,No,,1920x1080,https://www.youtube.com/watch?v=I_kUj-MfYys
3l9YOS4y24Y,Pandas Time Series Analysis 5: Period and PeriodIndex,codebasics,20170814,61467,738,45,21.63,No,,1920x1080,https://www.youtube.com/watch?v=3l9YOS4y24Y
igWjq3jtLYI,Pandas Time Series Analysis 4: to_datetime,codebasics,20170801,65619,760,31,7.4,No,,1920x1040,https://www.youtube.com/watch?v=igWjq3jtLYI
Fo0IMzfcnQE,Pandas Time Series Analysis 3: Holidays,codebasics,20170729,67953,931,64,14.4,No,,1920x1080,https://www.youtube.com/watch?v=Fo0IMzfcnQE
A9c7hGXQ5A8,Pandas Time Series Analysis Part 2: date_range,codebasics,20170722,103035,1392,61,13.75,No,,1280x720,https://www.youtube.com/watch?v=A9c7hGXQ5A8
r0s4slGHwzE,Pandas Time Series Analysis Part 1: DatetimeIndex and Resample,codebasics,20170715,250675,3416,183,10.38,No,,1920x1080,https://www.youtube.com/watch?v=r0s4slGHwzE
BUOy4RUUepg,Python Pandas Tutorial 12. Stack Unstack,codebasics,20170702,109470,1996,68,5.87,No,,1920x1080,https://www.youtube.com/watch?v=BUOy4RUUepg
dS7oZE8ryxM,5000 subscribers: Recap on channel history and future tutorials,codebasics,20170627,1644,100,28,4.6,No,,1920x1080,https://www.youtube.com/watch?v=dS7oZE8ryxM
h4hOPGo4UVU,Python Pandas Tutorial 9. Merge Dataframes,codebasics,20170527,268285,4401,208,7.67,No,,1920x1080,https://www.youtube.com/watch?v=h4hOPGo4UVU
WGOEFok1szA,Python Pandas Tutorial 8. Concat Dataframes,codebasics,20170514,225477,3509,103,15.22,No,,1920x1080,https://www.youtube.com/watch?v=WGOEFok1szA
xPPs59pn6qU,Python Pandas Tutorial 10. Pivot table,codebasics,20170604,299171,4307,147,11.43,No,,1920x1080,https://www.youtube.com/watch?v=xPPs59pn6qU
eykoKxsYtow,Why Should You Learn Python? | Complete python3 tutorials for beginners,codebasics,20170523,549561,10053,175,5.27,No,,1920x1080,https://www.youtube.com/watch?v=eykoKxsYtow
oY62o-tBHF4,Python Pandas Tutorial 11. Reshape dataframe using melt,codebasics,20170624,134675,1960,72,5.25,No,,1920x1080,https://www.youtube.com/watch?v=oY62o-tBHF4
Wb2Tp35dZ-I,Python Pandas Tutorial 7. Group By (Split Apply Combine),codebasics,20170326,373264,5953,316,10.57,No,,1920x1080,https://www.youtube.com/watch?v=Wb2Tp35dZ-I
EaGbS7eWSs0,"Python Pandas Tutorial 5: Handle Missing Data: fillna, dropna, interpolate",codebasics,20170217,464736,8297,307,22.12,No,,1920x1080,https://www.youtube.com/watch?v=EaGbS7eWSs0
XOxABiMhG2U,Python Pandas Tutorial 6. Handle Missing Data: replace function,codebasics,20170226,238251,4720,159,13.35,No,,1920x1080,https://www.youtube.com/watch?v=XOxABiMhG2U
-0NwrcZOKhQ,Python Pandas Tutorial 4: Read Write Excel CSV File,codebasics,20170204,769805,10235,524,27.05,No,,1920x1080,https://www.youtube.com/watch?v=-0NwrcZOKhQ
3k0HbcUGErE,Python Pandas Tutorial 3: Different Ways Of Creating DataFrame,codebasics,20170131,385471,5616,112,7.65,No,,1920x1080,https://www.youtube.com/watch?v=3k0HbcUGErE
CmorAWRsCAw,Python Pandas Tutorial 1. What is Pandas python? Introduction and Installation,codebasics,20170121,1402684,15442,399,9.38,No,,1920x1080,https://www.youtube.com/watch?v=CmorAWRsCAw
F6kmIpWWEdU,Python Pandas Tutorial 2: Dataframe Basics,codebasics,20170128,936605,13832,475,20.97,No,,1920x1080,https://www.youtube.com/watch?v=F6kmIpWWEdU
Vt6loGK9Adc,What is Anaconda? Install Anaconda On Windows.,codebasics,20170114,185194,1810,67,5.37,No,,1920x1080,https://www.youtube.com/watch?v=Vt6loGK9Adc
EEEZX_0FMEc,Jupyter Notebook Tutorial / Ipython Notebook Tutorial,codebasics,20170115,134867,1970,136,24.13,No,,1920x1080,https://www.youtube.com/watch?v=EEEZX_0FMEc
q_BzsPxwLOE,What is Jupyter Notebook? | Jupyter Notebook Tutorial in Python,codebasics,20170109,406717,4929,121,8.42,No,,1920x1080,https://www.youtube.com/watch?v=q_BzsPxwLOE
_d_Ka-ks2a0,"numpy tutorial - slicing/stacking arrays, indexing with boolean arrays",codebasics,20161228,173369,3645,94,12.15,No,,1920x1080,https://www.youtube.com/watch?v=_d_Ka-ks2a0
a8aDcLk4vRc,numpy tutorial - basic array operations,codebasics,20161226,282421,3508,97,13.8,No,,1920x1080,https://www.youtube.com/watch?v=a8aDcLk4vRc
rN0TREj8G7U,numpy tutorial - introduction | numpy array vs python list,codebasics,20161225,353716,3214,106,10.57,No,,1920x1080,https://www.youtube.com/watch?v=rN0TREj8G7U
2EGgtlf7BN0,Python unit testing - pytest parameters,codebasics,20161223,38599,408,33,5.02,No,,1920x1080,https://www.youtube.com/watch?v=2EGgtlf7BN0
nYDKH9fvlBY,Python Decorators Tutorial,codebasics,20161219,105233,2069,157,10.4,No,,1920x1080,https://www.youtube.com/watch?v=nYDKH9fvlBY
IVrGz8w0H8c,Python unit testing - pytest fixtures,codebasics,20161217,94183,1055,51,13.25,No,,1920x1080,https://www.youtube.com/watch?v=IVrGz8w0H8c
eu_kTGv61WQ,What is memory leak?,codebasics,20161213,105547,1941,61,3.35,No,,1920x1080,https://www.youtube.com/watch?v=eu_kTGv61WQ
l32bsaIDoWk,Python unit testing - pytest introduction,codebasics,20161204,169084,1079,67,10.07,No,,1920x1080,https://www.youtube.com/watch?v=l32bsaIDoWk
nv9zw454bEk,Python unit testing - skip/selectively run tests in pytest,codebasics,20161210,45365,412,23,11.22,No,,1920x1080,https://www.youtube.com/watch?v=nv9zw454bEk
hYws-CDXA7k,What is code?,codebasics,20161203,45248,527,31,4.37,Yes,en,1920x1080,https://www.youtube.com/watch?v=hYws-CDXA7k
_1ZwkCY9wxk,Python Tutorial - 31. Multiprocessing Pool (Map Reduce),codebasics,20161015,102211,1922,152,10.95,No,,1920x1080,https://www.youtube.com/watch?v=_1ZwkCY9wxk
POL7n754JTc,Python Tutorial - 30. Multiprocessing Lock,codebasics,20160929,67818,1025,53,7.13,No,,1280x720,https://www.youtube.com/watch?v=POL7n754JTc
sp7EhjLkFY4,Python Tutorial - 29. Sharing Data Between Processes Using Multiprocessing Queue,codebasics,20160924,101975,1397,68,6.22,No,,1280x720,https://www.youtube.com/watch?v=sp7EhjLkFY4
ErJyWO8TGoM,Git Tutorial 8 - .gitignore file,codebasics,20160918,356802,3389,132,3.28,No,,1920x1080,https://www.youtube.com/watch?v=ErJyWO8TGoM
uWbSc84he2Q,Python Tutorial - 28. Sharing Data Between Processes Using Array and Value,codebasics,20160917,101120,1151,59,7.07,No,,1280x720,https://www.youtube.com/watch?v=uWbSc84he2Q
Lu5LrKh1Zno,Python Tutorial - 27. Multiprocessing Introduction,codebasics,20160906,178967,2087,106,8.28,No,,1280x720,https://www.youtube.com/watch?v=Lu5LrKh1Zno
oIN488Ldg9k,Difference between Multiprocessing and Multithreading,codebasics,20160905,263267,2691,77,4.12,No,,1280x720,https://www.youtube.com/watch?v=oIN488Ldg9k
ZaI1co-rt9I,Git Tutorial 7: What is HEAD?,codebasics,20160820,70783,980,61,7.22,No,,1280x720,https://www.youtube.com/watch?v=ZaI1co-rt9I
3Qynj8WUwgs,Git Tutorial 9: Diff and Merge using meld,codebasics,20160821,80876,629,45,12.8,No,,1280x720,https://www.youtube.com/watch?v=3Qynj8WUwgs
Bg9IAquDsDg,Git Tutorial 2 : What is Github? | github tutorial,codebasics,20160724,90810,861,32,11.7,No,,1280x720,https://www.youtube.com/watch?v=Bg9IAquDsDg
e3bjQX9jIBk,Git Github Tutorial 10: What is Pull Request?,codebasics,20160813,235130,3476,240,10.7,No,,1280x720,https://www.youtube.com/watch?v=e3bjQX9jIBk
3dk3s4LK-Wg,Git Tutorial 5: Undoing/Reverting/Resetting code changes,codebasics,20160806,248546,2487,167,9.5,No,,1280x720,https://www.youtube.com/watch?v=3dk3s4LK-Wg
sgzkY5vFKQQ,"Git Tutorial 6: Branches (Create, Merge, Delete a branch)",codebasics,20160810,230965,2583,157,12.72,No,,1280x720,https://www.youtube.com/watch?v=sgzkY5vFKQQ
eL_0Ok_Gkas,"Git Tutorial 4: Basic Commands: add, commit, push",codebasics,20160731,430169,4428,193,16.58,No,,1280x720,https://www.youtube.com/watch?v=eL_0Ok_Gkas
ON5GAXubt_4,Git Tutorial 3:  How To Install Git,codebasics,20160723,53402,356,16,2.43,No,,1280x720,https://www.youtube.com/watch?v=ON5GAXubt_4
xAAmje1H9YM,Git Tutorial 1: What is git / What is version control system?,codebasics,20160723,158332,1743,59,5.55,No,,1280x720,https://www.youtube.com/watch?v=xAAmje1H9YM
PJ4t2U15ACo,Python Tutorial - 26. Multithreading - Introduction,codebasics,20160619,309241,4094,236,11.6,No,,1280x720,https://www.youtube.com/watch?v=PJ4t2U15ACo
vdYYTIN96H0,Debugging Tips - Watches and Call Stack,codebasics,20160602,9266,134,10,6.43,No,,1920x1080,https://www.youtube.com/watch?v=vdYYTIN96H0
Tjkz4Kt21wI,Debugging Tips - Conditional Breakpoint,codebasics,20160529,11356,190,10,6.13,No,,640x360,https://www.youtube.com/watch?v=Tjkz4Kt21wI
XYUXFR5FSxI,Python Tutorial - 25. Command line argument processing using argparse,codebasics,20160514,89418,1023,100,17.15,No,,1280x720,https://www.youtube.com/watch?v=XYUXFR5FSxI
kRL6hjWOKWI,Debugging Tips - What is bug and debugging?,codebasics,20160528,185514,2133,58,8.47,No,,1280x720,https://www.youtube.com/watch?v=kRL6hjWOKWI
482kbk1x04w,Python Tutorial - 24. Sets and Frozen Sets,codebasics,20160508,20472,267,15,8.93,No,,1280x720,https://www.youtube.com/watch?v=482kbk1x04w
MxZwyrIXNjs,Python Tutorial - 23. List Set Dict Comprehensions,codebasics,20160502,19925,251,17,6.87,No,,1280x720,https://www.youtube.com/watch?v=MxZwyrIXNjs
lJUZc3OhU7A,Python Tutorial - 22. Generators,codebasics,20160430,46941,478,29,10.6,No,,1280x720,https://www.youtube.com/watch?v=lJUZc3OhU7A
xiNbGFf_kD0,Python Tutorial - 20. Raise Exception And Finally,codebasics,20160419,39521,270,25,10.33,No,,1280x720,https://www.youtube.com/watch?v=xiNbGFf_kD0
Fc1fLEk_Kr0,Python Tutorial - 21. Iterators,codebasics,20160423,55882,495,45,13.17,No,,1280x720,https://www.youtube.com/watch?v=Fc1fLEk_Kr0
4CyTWTFn6JY,Python Tutorial  - 19. Multiple Inheritance,codebasics,20160409,32499,292,17,4.5,No,,1280x720,https://www.youtube.com/watch?v=4CyTWTFn6JY
I3oDtQ-fdGo,Julia Tutorial - 9. Tasks (a.k.a. Generators or Coroutines),codebasics,20160403,6721,57,8,8.3,No,,1280x720,https://www.youtube.com/watch?v=I3oDtQ-fdGo
Bar-EdLLV60,Julia Tutorial - 10. Exception Handling,codebasics,20160403,4495,44,10,7.12,No,,1280x720,https://www.youtube.com/watch?v=Bar-EdLLV60
bij66_Jtoqs,Python Tutorial - 12.1 - Install Python Module (using pip),codebasics,20160401,151320,1211,78,3.22,No,,1280x720,https://www.youtube.com/watch?v=bij66_Jtoqs
KdIyRbixrYE,Python Tutorial  - 18. Inheritance,codebasics,20160327,57333,596,58,13.58,No,,1280x720,https://www.youtube.com/watch?v=KdIyRbixrYE
RJe3D6_dKv0,Julia Tutorial - 7. For While Loop,codebasics,20160322,7612,52,4,7.43,No,,1280x720,https://www.youtube.com/watch?v=RJe3D6_dKv0
8j9jpHkE-4U,Julia Tutorial - 8. begin and (;) Compound Expressions,codebasics,20160328,4912,29,1,2.8,No,,1280x720,https://www.youtube.com/watch?v=8j9jpHkE-4U
iHqWIDAjrG8,Julia Tutorial - 6. If Statement and Ternary Operator,codebasics,20160320,5515,33,1,4.28,No,,1280x720,https://www.youtube.com/watch?v=iHqWIDAjrG8
mrhccLHtyN4,Python Tutorial -  17. Class and Objects,codebasics,20160313,204828,2576,136,9.28,No,,1280x720,https://www.youtube.com/watch?v=mrhccLHtyN4
MxsSt_X7fuk,Julia Tutorial - 3. Complex and Rational Numbers,codebasics,20160228,9332,77,5,12.82,No,,854x480,https://www.youtube.com/watch?v=MxsSt_X7fuk
jHooi6KKrj0,Julia Tutorial - 5. Functions,codebasics,20160320,10381,86,9,14.32,No,,1280x720,https://www.youtube.com/watch?v=jHooi6KKrj0
cN8GmaL62-4,Julia Tutorial - 4. Strings,codebasics,20160302,6891,56,8,16.08,No,,1280x720,https://www.youtube.com/watch?v=cN8GmaL62-4
Ia1i5EIGp9k,Python Tutorial  - 16. Exception Handling,codebasics,20160227,38954,328,24,11.02,No,,1280x720,https://www.youtube.com/watch?v=Ia1i5EIGp9k
cvnHHSK_O6E,Julia Tutorial - 1. Variables,codebasics,20160215,20812,124,9,4.7,No,,1280x720,https://www.youtube.com/watch?v=cvnHHSK_O6E
Huz6bS0uLm4,"Python Tutorial - 15. if __name__ == ""__main__""",codebasics,20160220,75268,826,26,5.07,No,,1280x720,https://www.youtube.com/watch?v=Huz6bS0uLm4
OQbLSccX7po,Julia Tutorial - 2. Numbers,codebasics,20160218,12224,92,5,8.75,No,,1280x720,https://www.youtube.com/watch?v=OQbLSccX7po
x0lI4omOYTw,Julia Tutorial - Why Should I Learn Julia Programming Language,codebasics,20160224,118888,984,64,6.48,No,,1920x1080,https://www.youtube.com/watch?v=x0lI4omOYTw
Kf0q4Tf5M3c,Python Tutorial - 14. Working With JSON,codebasics,20160214,113589,1160,91,9.83,No,,1280x720,https://www.youtube.com/watch?v=Kf0q4Tf5M3c
wjfrvLo8QJ4,How to install Julia on Windows,codebasics,20160213,29695,172,11,3.95,No,,1280x720,https://www.youtube.com/watch?v=wjfrvLo8QJ4
YgI94IRXySk,Python Tutorial - 13. Reading/Writing Files,codebasics,20160207,231863,2740,146,15.35,No,,1280x720,https://www.youtube.com/watch?v=YgI94IRXySk
iM3kh-fDg5o,Python Tutorial - 12. Modules,codebasics,20160131,43258,376,22,12.57,No,,1280x720,https://www.youtube.com/watch?v=iM3kh-fDg5o
2c7nkf1b31s,Python Tutorial - 11. Dictionaries and Tuples,codebasics,20160117,40627,416,37,9.85,No,,1280x720,https://www.youtube.com/watch?v=2c7nkf1b31s
rruGL7nD3ss,Python Tutorial -  10. Functions,codebasics,20160110,45027,483,79,17.45,No,,1280x720,https://www.youtube.com/watch?v=rruGL7nD3ss
nrxA8Pkb90Y,Python Tutorial - 9. For loop,codebasics,20160102,25968,228,51,23.87,No,,1280x720,https://www.youtube.com/watch?v=nrxA8Pkb90Y
Ejrq3yB2DIQ,Python Tutorial - 6. Install PyCharm on Windows,codebasics,20151224,21626,170,24,7.38,No,,1920x1080,https://www.youtube.com/watch?v=Ejrq3yB2DIQ
UZRD8rmOC7M,Python Tutorial -  8. If Statement,codebasics,20151226,23474,184,23,15.15,No,,1920x1080,https://www.youtube.com/watch?v=UZRD8rmOC7M
BBPoInSOiOY,PyCharm Tutorial - 7. Debug python code using PyCharm,codebasics,20151226,91424,689,62,11.47,No,,1920x1080,https://www.youtube.com/watch?v=BBPoInSOiOY
BAoV5_qVKco,Python Tutorial - 2. Variables,codebasics,20151220,43322,339,24,4.73,No,,1280x720,https://www.youtube.com/watch?v=BAoV5_qVKco
PsoKq0p5meU,Python Tutorial - 4. Strings,codebasics,20151220,28977,321,27,9.45,No,,1280x720,https://www.youtube.com/watch?v=PsoKq0p5meU
pP91kLR5cnE,Python Tutorial - 5. Lists,codebasics,20151220,35813,325,55,12.07,No,,1280x720,https://www.youtube.com/watch?v=pP91kLR5cnE
YJKEqaaSGDs,Python Tutorial - 3. Numbers,codebasics,20151220,32968,328,31,9.98,No,,1280x720,https://www.youtube.com/watch?v=YJKEqaaSGDs
M4ztKyNkDIM,Python Tutorial - 1. Install python on windows,codebasics,20151220,49517,397,17,4.48,No,,1280x720,https://www.youtube.com/watch?v=M4ztKyNkDIM
